duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
52,,Movie,Stealing History,01-07-2016,2006,TV-PG,"Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan.",80114700
114,,Movie,Suicide (Hitabdut),01-07-2016,2014,NR,"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret.",80106139
105,,Movie,X: Past Is Present,01-07-2016,2015,NR,"When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.",80108386
157,,Movie,You Carry Me,01-07-2016,2015,NR,"A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's.",80085300
97,,Movie,Bulletproof 2,09-01-2020,2020,TV-MA,A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.,81214114
75,,Movie,Speed Is My Need,09-01-2020,2019,TV-14,"This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing.",81167492
91,,Movie,GODZILLA The Planet Eater,09-01-2019,2018,TV-14,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world.",80198623
117,,Movie,Next Enti?,09-01-2019,2018,TV-14,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again.",81062853
135,,Movie,Solo: A Star Wars Story,09-01-2019,2018,PG-13,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",80220814
135,,Movie,Solo: A Star Wars Story (Spanish Version),09-01-2019,2018,PG-13,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",81046962
91,,Movie,The Monster,09-01-2019,2016,R,A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,80150242
63,,Movie,Alien Contact: Outer Space,09-01-2018,2017,TV-PG,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,80213403
135,,Movie,The House Next Door,09-01-2018,2017,TV-14,"In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood.",80233024
95,,Movie,Kurt & Courtney,08-01-2019,1998,R,"This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.",1193180
112,,Movie,The Conjuring,08-01-2018,2013,R,"Based on true events, this spine-chiller tells the story of a New England family who begins having encounters with spirits in their farmhouse.",70251894
74,,Movie,Tom Segura: Mostly Stories,08-01-2016,2016,TV-MA,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",80077923
92,,Movie,A Ghost Story,07-01-2020,2017,R,"Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",80173542
102,,Movie,"Live Twice, Love Once",07-01-2020,2020,TV-MA,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush.",80233408
103,,Movie,The Tourist,07-01-2020,2010,PG-13,An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,70142888
75,,Movie,Catwalk: Tales from the Cat Show Circuit,07-01-2019,2018,TV-PG,"This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat.",81005561
95,,Movie,Komola Rocket,07-01-2019,2018,TV-14,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed.",81048548
82,,Movie,Pahuna,07-01-2019,2018,TV-PG,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",81045052
94,,Movie,Miss Sharon Jones!,07-01-2017,2015,TV-MA,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,80079428
84,,Movie,Under the Shadow,07-01-2017,2016,PG-13,"During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work.",80096786
88,,Movie,House of Z,06-01-2018,2016,TV-14,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen.",80200744
98,,Movie,Coin Heist,06-01-2017,2017,TV-14,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",80097725
82,,Movie,Growing Up Coy,06-01-2017,2016,TV-PG,"Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",80128657
22,,Movie,LEGO: Marvel Super Heroes: Maximum Overload,06-01-2017,2013,TV-Y7-FV,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.,70295415
141,,Movie,Rustom,06-01-2017,2016,TV-14,"A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.",80125627
124,,Movie,3 Heroines,05-01-2019,2016,TV-PG,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.,81037970
106,,Movie,5 Cowok Jagoan,05-01-2019,2017,TV-MA,Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.,81037984
86,,Movie,Chaotic Love Poems,05-01-2019,2016,TV-14,"Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia.",81037986
115,,Movie,Love You... Love You Not,05-01-2019,2015,TV-14,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,81037985
99,,Movie,Mara,05-01-2019,2017,TV-MA,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.",80153895
101,,Movie,Nang Nak,05-01-2019,1999,TV-14,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away.",70026431
142,,Movie,Soekarno,05-01-2019,2013,TV-MA,This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.,80020885
97,,Movie,Before I Wake,05-01-2018,2016,PG-13,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",80002667
83,,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,05-01-2018,2015,TV-14,"In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.",80213400
95,,Movie,Back and Forth,05-01-2017,2016,NR,"When their car breaks down en route to São Paulo, a father and son accept a ride from four beautiful telemarketers who are headed there on holiday.",80148595
117,,Movie,Kraftidioten,05-01-2017,2014,TV-MA,"When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival.",70301484
100,,Movie,Rampage: President Down,05-01-2017,2016,TV-MA,"Lone-wolf vigilante Bill Williamson is back, taking aim at the U.S. government and eluding the pursuit of two FBI agents who are on his trail.",80038358
102,,Movie,And Breathe Normally,04-01-2019,2018,TV-14,An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.,80998427
122,,Movie,El Potro: Unstoppable,04-01-2019,2018,TV-MA,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life.",81000860
95,,Movie,Lionheart,04-01-2019,2018,TV-PG,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.",81030789
75,,Movie,Marvel's Hulk: Where Monsters Dwell,04-01-2017,2016,PG,"On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension.",80134893
92,,Movie,Agatha and the Truth of Murder,31-01-2019,2018,TV-14,"In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage.",81047683
110,,Movie,Hantu Kak Limah,31-01-2019,2018,TV-14,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her.",81049950
106,,Movie,I Dream Of Dance,31-01-2019,2017,TV-PG,Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition.,81047677
120,,Movie,Love Off the Cuff,31-01-2019,2017,TV-MA,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,80188596
83,,Movie,The Gentleman Driver,31-01-2019,2018,TV-MA,"This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",81016360
123,,Movie,The Hundred-Foot Journey,31-01-2019,2014,PG,"A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",70307659
96,,Movie,Expedition Happiness,31-01-2018,2017,TV-PG,"A filmmaker and his musician girlfriend attempt an epic road trip with their dog, traveling across North America in a refurbished school bus.",80224476
78,,Movie,Bill Burr: Walk Your Way Out,31-01-2017,2017,TV-MA,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",80133549
87,,Movie,Semana Santa,31-01-2017,2015,NR,"A single mother, her boyfriend and her 8-year-old son take a weeklong resort vacation, during which secrets and relationship strains take their toll.",80081958
56,,Movie,Maharaja: The Story of Ranjit Singh,30-01-2019,2010,TV-14,"The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature.",81035398
141,,Movie,Sat Sri Akal,30-01-2019,2008,TV-PG,"Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",70113347
